Distance (mi),Exact drop (mi),8 in/mi² approx (mi),Error (mi),Error (%)
1,0.00012630213348700548,0.00012626262626262626,-3.950722437921512e-08,-0.03127993430394412
10,0.012630206679124243,0.012626262626262628,-3.944052861614908e-06,-0.031227144272577983
100,1.262954180938094,1.2626262626262628,-0.0003279183118312101,-0.02596438705223968
1000,125.63196060596218,126.26262626262626,0.6306656566640783,0.5019945988442598
3000,1083.350333111795,1136.3636363636363,53.01330325184131,4.893458896123371
6215,3955.3535917230506,4877.048611111111,921.6950193880607,23.30246836380935
